scheduled_time,airline,flight_number,destination_or_origin,status,counter,actual_time,register,aircraft,airport,flight_type
2025-05-28 12:30:00,کیش ایر,KIS7014,كيش,طبق برنامه,,,,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:35:00,ماهان,IRM1054,کرمان,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:40:00,ایران ایرتور,IRB919,چابهار,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:45:00,ایران ایر,IRA406,بوشهر,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 12:45:00,کاسپین,CPN049,شیراز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:00:00,زاگرس,IZG4031,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:05:00,یزد ایر,DZD6898,مشهد,طبق برنامه,,,,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:10:00,چابهار,IRU7641,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:20:00,فلای پرشیا,FPI7439,مشهد,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:50:00,کیش ایر,KIS7054,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:50:00,رایمون,RAI7523,مشهد,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 13:55:00,قشم ایر,QSM1239,خارگ,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:00:00,آتا,TBZ5630,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:05:00,وارش,VRH5819,مشهد,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:20:00,کارون,KRU2507,ماهشهر,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:20:00,چابهار,IRU7611,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:25:00,آسمان,IRC601,مشهد,طبق برنامه,,,EPATE,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:35:00,ماهان,IRM1042,كيش,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:40:00,آتا,TBZ5682,بندرعباس,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:40:00,پويا,PYA2324,رشت,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 14:55:00,ساها,IRZ161,لاوان,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:00:00,وارش,VRH5919,عسلویه,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:10:00,کاسپین,CPN027,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:20:00,آتا,TBZ5660,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:50:00,اروان,INA6751,مشهد,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:55:00,آتا,TBZ5645,تبریز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 15:55:00,چابهار,IRU7661,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:00:00,قشم ایر,QSM1290,کرمانشاه,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:05:00,کارون,KRU2585,عسلویه,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:25:00,آتا,TBZ5720,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:25:00,کاسپین,CPN015,عسلویه,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:30:00,قشم ایر,QSM1271,زاهدان,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:45:00,ماهان,IRM4573,ایلام,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 16:55:00,تابان,TBN6255,مشهد,طبق برنامه,,,,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:05:00,ایران ایرتور,IRB981,ارومیه,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:10:00,یزد ایر,DZD9406,اهواز,طبق برنامه,,,,BAE146,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:15:00,آساجت,SJT8635,رشت,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 17:35:00,رایمون,RAI7513,اصفهان,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:10:00,ایران ایرتور,IRB917,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:15:00,تابان,TBN6251,مشهد,طبق برنامه,,,,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:30:00,آتا,TBZ5639,تبریز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:50:00,قشم ایر,QSM1253,مشهد,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 18:50:00,کاسپین,CPN045,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:00:00,ایران ایرتور,IRB963,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:05:00,ماهان,IRM4582,مشهد,طبق برنامه,,,,BAE146,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:20:00,کیش ایر,KIS7050,شیراز,طبق برنامه,,,,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:25:00,آتا,TBZ5614,مشهد,طبق برنامه,,,EPTAM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:25:00,آتا,TBZ5665,کرمان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:50:00,ایران ایر,IRA351,كيش,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:00:00,زاگرس,IZG4021,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:05:00,آتا,TBZ5667,تبریز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:15:00,کیش ایر,KIS7024,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:25:00,اطلس ایر,ATS8275,مشهد,طبق برنامه,,,,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:30:00,پارس ایر,PRS4407,شیراز,طبق برنامه,,,,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:35:00,آتا,TBZ5624,شیراز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:50:00,پويا,PYA2341,شیراز,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:00:00,آساجت,SJT8625,یزد,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:00:00,کارون,KRU2603,اصفهان,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:05:00,وارش,VRH5905,مشهد,طبق برنامه,,,,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:10:00,کارون,KRU2661,ارومیه,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:15:00,کیش ایر,KIS7052,كيش,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:20:00,آسمان,IRC641,تبریز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:25:00,چابهار,IRU7651,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:30:00,ماهان,IRM1027,اردبیل,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:40:00,ماهان,IRM1028,طبس,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 21:50:00,ماهان,IRM1066,کرمان,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:00:00,کاسپین,CPN6937,قشم,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:10:00,ماهان,IRM1001,تبریز,طبق برنامه,,,,146-200,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:25:00,اطلس ایر,ATS8292,مشهد,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:30:00,ایران ایرتور,IRB989,اهواز,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:35:00,قشم ایر,QSM1211,اهواز,طبق برنامه,,,,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:35:00,ماهان,IRM1052,کرمان,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:40:00,آساجت,SJT8617,اصفهان,طبق برنامه,,,,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:45:00,ماهان,IRM1032,مشهد,طبق برنامه,,,,AB6,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 22:50:00,فلای پرشیا,FPI7404,شیراز,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:00:00,تابان,TBN6325,مشهد,طبق برنامه,,,,MD.88,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:05:00,آتا,TBZ5713,آبادان,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:20:00,کیش ایر,KIS7162,کرمان,طبق برنامه,,,,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:25:00,ساها,IRZ157,شیراز,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:30:00,کاسپین,CPN6901,بوشهر,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:30:00,وارش,VRH5815,بندرعباس,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:35:00,وارش,VRH5841,مشهد,طبق برنامه,,,,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 23:35:00,ایران ایرتور,IRB913,بندرعباس,طبق برنامه,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-06-01 01:10:00,اطلس ایر,ATS8281,اهواز,نشست | پایان دریافت بار,5,,EPLEE,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 19:15:00,هواپیمایی پارس,PRS4454,تهران,نشست | پایان دریافت بار,3,2025-05-28 19:20:00,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 19:20:00,فلای پرشیا,FPI7442,تهران,نشست | پایان دریافت بار,4,2025-05-28 19:25:00,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 19:30:00,قشم ایر,QSM1274,تبریز,نشست | پایان دریافت بار,5,2025-05-28 19:25:00,,F100,فرودگاه مشهد,Domestic Arrival
2025-05-28 20:00:00,آتا,TBZ5749,اصفهان,نشست | پایان دریافت بار,1,2025-05-28 19:55:00,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-24 00:05:00,ایران ایر,IRA215,قشم,نشست | پایان دریافت بار,5,,EPCFR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:10:00,آتا,TBZ5669,یزد,نشست | پایان دریافت بار,6,,EPTAH,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:20:00,فلای پرشیا,FPI7404A,شیراز,نشست | پایان دریافت بار,3,,EPFPA,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:20:00,آسمان,IRC3751,آبادان,نشست | پایان دریافت بار,7,,EPASR,F100,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:30:00,آتا,TBZ5703,مشهد,نشست | پایان دریافت بار,4,,EPTAQ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:35:00,کیش ایر,KIS7020,كيش,نشست | پایان دریافت بار,2,,EPLCM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:40:00,ماهان,IRM4524,چابهار,نشست | پایان دریافت بار,5,,EPMOH,rj100,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:45:00,چابهار,IRU7643,اهواز,باطل شد,,,,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:45:00,کاسپین,CPN6901,بوشهر,نشست | پایان دریافت بار,5,,EPCPU,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:50:00,کاسپین,CPN049A,شیراز,نشست | پایان دریافت بار,2,,EPCAS,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 00:55:00,ایران ایر,IRA263,مشهد,نشست | پایان دریافت بار,3,,EPIEP,A319,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:00:00,پارس ایر,PRS4445,اهواز,نشست | پایان دریافت بار,2,,EPPRA,CRJ200,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:00:00,ماهان,IRM4540,زاهدان,نشست | پایان دریافت بار,2,,EPMEB,RJ85,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:05:00,کاسپین,CPN6987A,زاهدان,نشست | پایان دریافت بار,3,,EPCPD,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:10:00,آتا,TBZ5630A,مشهد,نشست | پایان دریافت بار,3,,EPTAJ,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:15:00,پارس ایر,PRS5401,مشهد,نشست | پایان دریافت بار,4,,EPPAO,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:15:00,وارش,VRH5815A,بندرعباس,نشست | پایان دریافت بار,4,,EPVAA,737-700,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:25:00,کارون,KRU2679,کرمان,نشست | پایان دریافت بار,5,,EPJIA,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:35:00,کیش ایر,KIS7132,اهواز,نشست | پایان دریافت بار,2,,EPLCL,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:45:00,چابهار,IRU7665,شیراز,نشست | پایان دریافت بار,3,,EPCBI,MD82,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 01:45:00,زاگرس,IZG4051,بندرعباس,نشست | پایان دریافت بار,1,,EPZAM,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 02:00:00,پارس ایر,PRS4495,آبادان,نشست | پایان دریافت بار,3,,EPPAM,737,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 02:15:00,کیش ایر,KIS7124A,كيش,نشست | پایان دریافت بار,1,,EPLCK,MD83,فرودگاه مهرآباد,Domestic Arrival
2025-05-24 02:30:00,آساجت,SJT8662,رشت,نشست | پایان دریافت بار,2,,EPJEK,EMB145,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:05:00,تابان,TBN6314,رشت,باطل شد,,,,MD.88,فرودگاه مشهد,Domestic Arrival
2025-05-28 20:15:00,هواپیمایی اطلس,ATS8278,تهران,نشست | پایان دریافت بار,2,2025-05-28 20:45:00,,MD83,فرودگاه مشهد,Domestic Arrival
2025-05-28 20:20:00,ایران ایر,IRA468,تهران,نشست | پایان دریافت بار,5,2025-05-28 20:20:00,,A319,فرودگاه مشهد,Domestic Arrival
2025-06-01 01:15:00,وارش,VRH5877,مشهد,نشست | پایان دریافت بار,4,,EPVAR,B737,فرودگاه مهرآباد,Domestic Arrival
2025-05-28 20:50:00,آتا,TBZ5728,کرمان,نشست | پایان دریافت بار,2,2025-05-28 21:35:00,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-28 21:15:00,زاگرس,IZG4121,اهواز,نشست | پایان دریافت بار,8,2025-05-28 21:30:00,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-28 21:15:00,وارش,VRH5805,ساری,اعلام ورود,,2025-05-28 23:20:00,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 21:30:00,ایران ایرتور,IRB966,تهران,اعلام ورود,,2025-05-28 23:45:00,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-28 21:50:00,سپهران,SHI4339,اهواز,نشست | پایان دریافت بار,3,2025-05-28 21:40:00,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 22:10:00,ماهان,IRM1037,تهران,نشست | پایان دریافت بار,4,2025-05-28 21:55:00,,747,فرودگاه مشهد,Domestic Arrival
2025-05-28 22:15:00,هواپیمایی اطلس,ATS8276,اصفهان,اعلام ورود,,2025-05-28 23:20:00,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 22:30:00,وارش,VRH5803,ساری,تاخیر,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:00:00,هواپیمایی اطلس,ATS8284,تهران,تاخیر,,,,RJ85,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:00:00,سپهران,SHI 4367,آبادان,تاخیر,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:20:00,آتا,TBZ5706,شیراز,اعلام ورود,,2025-05-28 23:40:00,,MD80,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:30:00,ایران ایرتور,IRB925,شیراز,اعلام ورود,,2025-05-28 23:30:00,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:40:00,آوا,AXV7711,آبادان,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 23:55:00,معراج,MRJ2804,تهران,طبق برنامه,,,,A321,فرودگاه مشهد,Domestic Arrival
2025-05-28 01:00:00,تابان,TBN6252,تهران,طبق برنامه,,,,MD.88,فرودگاه مشهد,Domestic Arrival
2025-05-28 01:00:00,زاگرس,IZG4111,شیراز,طبق برنامه,,,,MD82,فرودگاه مشهد,Domestic Arrival
2025-05-28 01:15:00,هواپیمایی پارس,PRS4414,آبادان,طبق برنامه,,,,B737,فرودگاه مشهد,Domestic Arrival
2025-05-28 01:40:00,آتا,TBZ5649,اصفهان,طبق برنامه,,,,MD80,فرودگاه مشهد,Domestic Arrival
